StudentID,Academic_Performance,isolated,WomenDifferent,language,COVID,criticises,MenBetterSTEM,pwi_wellbeing,Intelligence1,Intelligence2,Soft,opinion,Nerds,comfortable,future,bullying,Manbox5_1,Manbox5_2,Manbox5_3,Manbox5_4,Manbox5_5,k6_1,k6_2,k6_3,k6_4,k6_5,k6_6,Manbox5_overall,Masculinity_contrained,GrowthMindset,k6_overall,School_support_engage,Friends,Friends_Count
S0147,68,2,2,0,5,7,4,5,4,4,1,1,2,3,4,5,2,5,5,7,6,4,5,2,3,2,2,5.0,2.25,4.0,18,5.0,"S0588, S0297, S0486, S0336, S0791",5
S0148,72,4,7,0,4,2,1,3,4,6,1,4,7,2,1,2,7,1,5,7,4,5,5,5,3,5,5,4.8,4.0,3.0,28,2.75,,0
S0149,69,3,6,0,1,6,4,0,6,5,5,7,1,5,6,5,2,4,2,2,7,3,5,1,3,1,5,3.4,4.0,2.5,18,4.25,"S0788, S0098",2
S0150,88,7,6,0,2,7,6,6,5,1,7,1,5,5,2,2,6,7,4,1,5,3,4,3,5,5,2,4.6,6.0,5.0,22,3.75,,0
S0151,40,3,3,0,1,3,7,10,6,6,3,6,2,3,2,4,5,3,5,5,2,3,2,5,5,5,3,4.0,3.75,2.0,23,3.0,S0283,1
S0152,92,5,6,0,2,6,2,8,6,4,3,6,7,1,6,6,6,1,4,1,5,1,5,4,5,3,2,3.4,4.5,3.0,20,3.0,"S0977, S0462",2
S0153,86,2,4,0,2,6,5,2,1,1,5,4,6,7,6,3,1,7,5,3,5,1,1,3,2,5,1,4.2,5.0,7.0,13,5.75,"S0054, S0671",2
S0154,70,6,3,1,3,1,1,10,6,3,6,4,5,7,2,5,2,1,2,5,2,3,4,2,1,1,1,2.4,3.75,3.5,12,3.75,"S0886, S0555, S0492",3
S0155,65,7,4,0,5,5,2,7,3,5,4,2,6,6,2,7,5,2,1,3,1,4,5,3,4,2,1,2.4,4.0,4.0,19,3.75,"S0927, S0256",2
S0156,61,1,6,0,2,4,4,9,6,5,3,5,4,4,6,3,1,6,7,5,5,1,4,2,2,5,2,4.8,4.25,2.5,16,5.0,S0816,1
S0157,51,6,6,1,4,1,5,1,6,1,7,5,4,5,4,6,1,7,4,3,4,4,5,3,4,4,2,3.8,5.5,4.5,22,3.5,S0298,1
S0158,45,4,4,0,5,7,4,1,6,5,1,2,5,3,4,4,7,2,6,1,4,5,4,1,4,4,4,4.0,3.5,2.5,22,4.25,"S0665, S0188, S0210, S0445, S0878, S0440, S0288",7
S0159,71,4,7,0,6,4,7,2,4,5,5,1,3,1,5,1,5,6,3,7,5,1,5,3,2,4,4,5.2,5.5,3.5,19,4.25,"S0047, S0219, S0875, S0367",4
S0160,57,5,7,0,4,7,3,1,6,2,2,1,5,4,3,2,3,5,4,2,3,1,4,4,3,1,3,3.4,4.25,4.0,16,4.25,,0
S0161,44,7,2,0,5,5,5,4,5,3,6,5,6,7,3,6,1,5,3,2,5,4,2,1,2,2,5,3.2,4.75,4.0,16,3.5,"S0191, S0861, S0612, S0525, S0899",5
S0162,73,1,4,0,6,3,6,6,5,1,3,3,1,5,1,4,4,7,5,6,5,3,1,4,4,2,3,5.4,3.5,5.0,17,4.5,"S0702, S0853, S0502, S0119",4
S0163,84,3,1,0,6,4,5,2,4,7,1,5,5,3,4,4,1,4,1,4,2,4,1,4,4,1,2,2.4,3.0,2.5,16,3.75,"S0914, S0333, S0520, S0450, S0253, S0624",6
S0164,70,1,7,0,2,5,3,8,6,7,3,4,2,4,1,6,4,2,2,2,6,1,4,5,5,2,4,3.2,3.75,1.5,21,4.0,"S0972, S0153, S0341, S0510, S0409, S0882, S0344",7
S0165,65,1,5,0,5,5,3,4,4,7,7,5,6,3,5,1,4,5,2,1,3,3,5,3,3,5,4,3.0,5.25,2.5,23,4.5,"S0321, S0413, S0248, S0826, S0707, S0930, S0306",7
S0166,51,7,3,0,6,4,3,9,6,7,6,1,3,4,2,3,4,4,1,6,3,1,4,4,4,2,3,3.6,3.75,1.5,18,3.5,"S0324, S0985, S0093, S0234",4
S0167,80,4,3,0,1,5,2,1,3,5,6,7,2,6,2,6,6,4,2,7,4,5,5,5,4,3,5,4.6,3.25,4.0,27,3.25,"S0696, S0981, S0701, S0001, S0430, S0191, S0412",7
S0168,75,6,2,0,3,1,1,2,2,1,7,7,6,6,4,5,6,3,1,4,7,4,1,5,4,4,1,4.2,4.0,6.5,19,3.25,"S0227, S0024, S0892, S0154",4
S0169,67,5,5,0,6,7,2,4,5,2,7,1,3,1,4,1,4,1,5,3,2,5,1,5,2,4,4,3.0,4.25,4.5,21,3.75,,0
S0170,72,1,1,0,7,1,2,5,1,3,4,5,2,1,3,5,2,2,1,1,5,2,1,2,4,1,4,2.2,2.25,6.0,14,3.5,S0448,1
S0171,99,7,6,0,6,4,1,5,3,2,7,4,7,3,1,1,1,2,1,6,5,3,5,1,3,1,3,3.0,5.25,5.5,16,2.25,"S0201, S0734, S0620, S0832, S0868, S0794, S0116",7
S0172,69,3,6,0,2,3,6,7,6,6,1,5,7,5,6,1,3,5,4,3,3,1,1,5,2,1,3,3.6,5.0,2.0,13,4.75,"S0200, S0163, S0848, S0078",4
S0173,43,7,4,0,6,5,3,7,3,4,5,4,4,1,5,3,2,3,4,6,2,1,4,4,2,1,4,3.4,4.0,4.5,16,2.75,"S0366, S0473, S0005, S0779, S0227, S0993, S0571",7
S0174,55,5,1,0,3,3,3,10,4,1,5,1,5,5,6,6,5,5,3,1,7,5,2,3,4,4,5,4.2,3.5,5.5,23,5.25,"S0505, S0457, S0776, S0619, S0446",5
S0175,75,2,2,0,6,4,1,5,6,7,4,5,4,3,6,1,7,3,3,3,2,5,3,2,1,5,1,3.6,2.75,1.5,17,4.5,"S0628, S0267, S0893, S0436, S0858, S0906",6
S0176,82,6,2,0,6,5,1,5,3,3,7,1,2,4,2,7,7,6,1,3,1,5,3,2,5,1,4,3.6,3.0,5.0,20,3.75,,0
S0177,55,7,6,0,7,7,1,10,2,4,1,3,7,3,3,1,6,3,6,5,7,2,2,3,5,4,4,5.4,3.75,5.0,20,3.0,"S0224, S0892, S0205, S0479",4
S0178,90,3,4,1,2,3,6,2,2,7,5,6,7,6,1,4,4,1,1,7,7,3,1,2,1,4,5,4.0,5.5,3.5,16,3.5,"S0046, S0070, S0595, S0635, S0543",5
S0179,64,4,3,1,3,4,2,6,7,2,5,6,7,2,4,4,3,6,1,3,3,5,1,1,2,5,1,3.2,4.25,3.5,15,3.0,S0896,1
S0180,79,1,2,0,4,3,6,3,4,5,6,2,1,2,6,7,1,3,4,4,3,1,2,1,3,2,2,3.0,3.75,3.5,11,5.25,"S0892, S0910, S0985, S0942",4
S0181,84,7,5,0,7,3,4,1,2,5,2,3,7,1,4,4,7,6,4,1,2,2,5,2,1,4,1,4.0,4.5,4.5,15,2.75,"S0825, S0123, S0169, S0509, S0922, S0995",6
S0182,69,4,5,0,1,6,3,6,3,4,1,1,3,5,6,4,5,6,4,5,7,5,5,5,1,2,3,5.4,3.0,4.5,21,5.5,"S0338, S0819, S0609",3
S0183,69,3,4,0,1,4,6,5,6,3,6,1,2,3,1,5,2,4,7,6,5,5,4,2,4,4,3,4.8,4.5,3.5,22,4.0,"S0329, S0359, S0117, S0456",4
S0184,64,1,7,0,3,4,7,6,3,2,5,3,2,3,2,3,5,5,7,1,6,1,2,4,5,4,1,4.8,5.25,5.5,17,4.25,"S0815, S0786, S0164",3
S0185,54,3,4,0,2,2,6,6,1,2,1,4,4,1,6,5,2,4,5,5,3,1,1,5,1,1,2,3.8,3.75,6.5,11,4.0,"S0261, S0158, S0227",3
S0186,76,4,2,0,5,6,6,9,7,6,5,2,6,7,7,5,3,4,3,5,6,5,3,1,1,1,4,4.2,4.75,1.5,15,6.0,,0
S0187,71,6,4,0,5,3,2,5,2,7,4,5,3,3,6,7,4,6,6,4,4,2,2,3,3,2,2,4.8,3.25,3.5,14,3.5,"S0548, S0525, S0199",3
S0188,85,5,5,0,4,6,3,7,6,1,2,2,4,1,7,1,4,6,1,7,2,3,1,5,2,2,5,4.0,3.5,4.5,18,4.25,"S0052, S0982, S0296, S0601",4
S0189,70,7,4,0,7,4,5,8,2,7,6,1,2,7,5,3,6,6,3,4,7,1,5,3,4,2,1,5.2,4.25,3.5,16,5.0,"S0164, S0896, S0396, S0572",4
S0190,93,7,7,0,4,2,3,10,7,3,1,7,7,7,6,1,2,7,7,6,7,2,4,4,3,1,4,5.8,4.5,3.0,18,3.75,"S0053, S0344, S0732",3
S0191,87,7,5,0,1,4,7,8,4,3,4,7,4,5,1,3,4,1,6,4,3,5,4,5,4,1,5,3.6,5.0,4.5,24,2.0,S0395,1
S0192,60,2,1,1,6,4,1,6,1,5,3,3,1,3,2,4,4,6,1,4,7,5,3,5,3,1,3,4.4,1.5,5.0,20,4.0,"S0925, S0451, S0655, S0808, S0251, S0380",6
S0193,63,4,4,0,1,6,1,5,6,2,1,4,1,7,6,1,7,4,2,7,3,4,5,3,5,5,1,4.6,1.75,4.0,23,5.25,S0805,1
S0194,67,3,6,0,3,4,2,4,7,2,1,3,5,2,1,3,6,6,1,3,6,3,3,5,5,4,5,4.4,3.5,3.5,25,3.25,"S0424, S0240, S0085",3
S0195,50,4,2,0,3,5,4,8,5,7,5,2,1,5,4,1,2,3,4,1,1,3,2,2,1,2,1,2.2,3.0,2.0,11,4.75,"S0199, S0561, S0079, S0528, S0751, S0576, S0211",7
S0196,72,7,4,0,4,3,5,2,6,2,7,7,6,6,3,2,6,5,7,5,4,2,4,4,3,3,3,5.4,5.5,4.0,19,2.75,"S0404, S0803",2
S0197,68,3,4,1,6,3,2,10,5,1,1,2,2,6,5,6,7,4,6,2,4,3,1,5,3,1,4,4.6,2.25,5.0,17,5.5,"S0278, S0887, S0347, S0157",4
S0198,56,6,7,0,1,6,7,0,3,1,6,1,2,3,2,6,6,4,1,7,1,1,4,3,2,2,5,3.8,5.5,6.0,17,3.5,"S0605, S0079, S0785, S0667, S0491, S0365",6
S0199,60,6,5,1,3,3,1,4,5,3,3,4,7,6,6,2,6,3,4,7,1,2,5,5,2,2,3,4.2,4.0,4.0,19,4.5,"S0847, S0589, S0162, S0609, S0822, S0902, S0892",7
S0200,70,2,1,0,5,7,5,1,3,2,5,6,4,2,5,6,6,2,4,6,7,4,2,5,2,5,1,5.0,3.75,5.5,19,3.75,"S0433, S0552, S0512, S0289, S0009, S0650, S0615",7
S0201,51,6,6,1,4,4,3,7,6,3,5,2,2,6,3,2,7,1,4,3,7,2,2,5,5,5,2,4.4,4.0,3.5,21,4.25,,0
S0202,63,1,2,0,6,6,5,7,6,4,3,3,3,2,6,2,2,6,6,7,3,3,3,3,5,5,4,4.8,3.25,3.0,23,5.0,"S0632, S0195, S0055, S0432, S0856",5
S0203,52,4,6,0,7,2,7,1,2,6,2,4,5,1,2,5,1,5,5,1,1,1,1,1,1,5,4,2.6,5.0,4.0,13,2.75,,0
S0204,71,4,1,0,7,2,4,6,4,2,5,3,3,6,7,3,3,1,7,5,7,5,5,3,1,5,4,4.6,3.25,5.0,23,5.5,S0320,1
S0205,58,1,3,0,3,3,1,5,5,6,1,1,5,2,3,2,1,5,5,7,7,2,3,1,5,1,3,5.0,2.5,2.5,15,4.75,"S0432, S0573, S0331",3
S0206,82,6,1,0,6,4,5,0,6,5,5,6,4,5,3,6,5,1,5,2,5,2,3,2,5,3,5,3.6,3.75,2.5,20,3.0,,0
S0207,78,2,5,0,5,5,1,0,2,2,3,2,3,1,5,1,3,2,6,1,7,4,1,2,4,5,3,3.8,3.0,6.0,19,4.5,"S0662, S0494, S0887, S0834, S0839",5
S0208,92,1,1,0,2,2,1,4,1,4,6,1,4,7,4,7,1,5,6,2,5,1,1,2,1,2,1,3.8,3.0,5.5,8,6.25,"S0203, S0035",2
S0209,94,4,2,1,1,7,3,10,2,3,3,4,7,5,6,3,7,7,2,3,7,3,3,3,2,4,4,5.2,3.75,5.5,19,4.75,"S0627, S0847, S0340, S0656, S0849, S0495",6
S0210,65,7,7,0,3,5,3,5,2,2,2,1,2,7,4,3,1,2,7,7,5,3,1,2,5,1,2,4.4,3.5,6.0,14,4.75,"S0559, S0418, S0780, S0826, S0135, S0373, S0406",7
S0211,53,2,3,0,3,2,2,10,5,5,4,6,4,1,2,7,2,2,6,4,6,1,2,2,3,3,5,4.0,3.25,3.0,16,2.75,,0
S0212,86,7,5,0,7,7,4,10,1,1,7,6,4,2,2,2,2,2,6,1,1,1,1,2,3,2,2,2.4,5.0,7.0,11,1.75,"S0677, S0216, S0726, S0377, S0192, S0147, S0335",7
S0213,57,4,7,0,5,5,7,4,2,4,6,6,5,5,4,1,6,7,5,5,4,2,5,4,2,5,1,5.4,6.25,5.0,19,3.75,"S0010, S0074, S0444",3
S0214,69,3,5,0,4,4,2,3,3,4,5,7,1,5,4,4,4,1,2,3,5,5,2,4,4,3,4,3.0,3.25,4.5,22,3.75,"S0272, S0226, S0989",3
S0215,61,7,7,0,3,2,6,7,2,7,7,1,7,4,5,5,7,2,5,5,3,5,5,3,1,3,5,4.4,6.75,3.5,22,4.25,"S0741, S0538",2
S0216,91,6,2,0,2,6,4,1,2,4,5,3,1,1,3,2,2,4,6,7,4,1,5,5,4,3,1,4.6,3.0,5.0,19,2.75,"S0546, S0009, S0795, S0794, S0598, S0492, S0860",7
S0217,62,1,3,0,6,3,6,7,3,7,7,6,5,2,2,6,4,7,2,3,5,5,3,2,2,2,1,4.2,5.25,3.0,15,3.25,"S0966, S0864",2
S0218,66,7,7,0,4,7,6,6,5,2,6,7,2,7,2,2,7,6,5,4,4,2,2,4,1,3,4,5.2,5.25,4.5,16,2.75,"S0587, S0274, S0442, S0194, S0805, S0444, S0775",7
S0219,72,1,4,1,1,2,7,2,1,6,4,2,3,6,6,3,5,5,6,4,7,4,2,2,5,4,2,5.4,4.5,4.5,19,6.25,S0459,1
S0220,63,1,7,1,4,7,2,6,5,7,3,7,7,2,4,2,7,5,5,2,6,1,3,4,3,1,3,5.0,4.75,2.0,15,3.5,,0
S0221,87,1,7,1,2,4,3,1,7,6,3,3,3,2,4,4,5,2,3,5,5,5,3,1,2,5,4,4.0,4.0,1.5,20,4.5,"S0391, S0310, S0780, S0492",4
S0222,49,1,1,0,5,7,7,2,3,5,7,5,7,5,5,7,5,4,5,1,5,2,5,5,3,4,2,4.0,5.5,4.0,21,5.0,"S0691, S0019",2
S0223,92,2,1,0,3,4,4,1,6,6,3,4,4,3,3,5,2,1,2,1,4,4,2,1,4,1,5,2.0,3.0,2.0,17,4.0,"S0563, S0589",2
S0224,61,4,6,1,4,4,3,4,2,2,3,2,4,5,4,2,4,7,1,4,2,3,3,3,1,3,3,3.6,4.0,6.0,16,4.75,"S0365, S0911, S0534, S0001, S0915, S0313, S0380",7
S0225,77,7,4,1,1,6,3,3,3,4,1,1,4,2,2,3,2,3,3,2,6,4,4,5,2,4,2,3.2,3.0,4.5,21,3.0,"S0061, S0233",2
S0226,68,4,2,0,1,2,5,9,6,6,3,4,1,4,6,2,2,7,6,2,3,4,5,5,4,1,5,4.0,2.75,2.0,24,4.5,"S0654, S0457, S0968, S0985",4
S0227,67,6,2,0,1,6,4,1,1,4,2,5,5,4,3,5,3,1,7,2,2,1,4,5,3,5,1,3.0,3.25,5.5,19,3.0,"S0275, S0769, S0242, S0291, S0776, S0907",6
S0228,78,5,4,0,5,6,6,6,4,3,2,6,4,5,7,2,2,1,1,1,3,2,4,2,1,4,1,1.6,4.0,4.5,14,4.25,"S0440, S0180, S0620, S0200",4
S0229,88,6,4,0,3,4,6,2,2,4,1,4,4,7,7,3,5,4,3,6,6,2,5,2,5,5,1,4.8,3.75,5.0,20,5.0,"S0123, S0186, S0389",3
S0230,86,3,5,0,1,6,1,4,6,6,3,6,2,3,4,2,2,6,4,4,2,2,3,4,1,5,5,3.6,2.75,2.0,20,3.5,,0
S0231,72,3,4,0,7,7,6,3,4,1,3,4,4,5,2,2,5,3,5,3,7,3,4,5,4,5,3,4.6,4.25,5.5,24,4.0,"S0336, S0420, S0239, S0173, S0543, S0829",6
S0232,58,1,1,0,4,5,7,8,2,1,7,5,5,7,6,7,6,3,4,5,5,3,2,2,5,5,1,4.6,5.0,6.5,18,5.75,"S0817, S0042, S0288, S0202, S0842",5
S0233,81,2,2,0,2,6,7,4,6,1,7,5,2,1,7,5,6,3,1,5,5,5,1,3,4,5,3,4.0,4.5,4.5,21,4.25,S0996,1
S0234,48,4,2,1,4,6,4,4,5,1,2,6,1,5,7,5,6,1,6,1,3,2,3,3,3,3,4,3.4,2.25,5.0,18,4.5,,0
S0235,54,5,2,0,6,3,7,8,1,7,2,1,6,4,4,3,6,4,1,7,6,2,1,4,1,5,4,4.8,4.25,4.0,17,4.5,"S0198, S0097, S0233, S0083, S0598, S0261",6
S0236,93,4,7,0,1,4,2,1,3,1,7,6,4,3,2,1,7,5,6,3,5,4,4,3,4,4,3,5.2,5.0,6.0,22,2.75,"S0299, S0134, S0099, S0693, S0487, S0536, S0576",7
S0237,77,6,4,1,5,4,4,6,2,5,7,6,5,5,5,5,6,4,6,4,5,4,5,4,2,5,5,5.0,5.0,4.5,25,3.5,"S0918, S0786, S0402, S0200, S0784, S0346",6
S0238,57,2,5,1,6,4,5,10,1,1,3,4,2,1,2,1,5,3,3,4,7,3,2,3,2,1,4,4.4,3.75,7.0,15,3.25,"S0513, S0641, S0348, S0210, S0565, S0901",6
S0239,63,4,2,0,3,4,5,10,7,1,2,5,6,1,2,6,6,1,7,1,2,1,1,1,3,4,2,3.4,3.75,4.0,12,2.5,"S0708, S0440, S0165, S0442, S0661",5
S0240,74,1,1,0,6,6,3,6,3,4,3,6,2,6,3,6,1,3,1,7,6,3,2,1,2,4,3,3.6,2.25,4.5,15,4.5,"S0972, S0541, S0813",3
S0241,66,2,3,0,7,4,6,2,3,2,3,7,1,5,4,3,2,4,5,5,1,2,3,1,2,1,4,3.4,3.25,5.5,13,4.0,S0207,1
S0242,56,2,2,0,2,5,7,6,2,4,3,6,6,2,2,1,1,6,6,2,2,4,3,5,2,4,2,3.4,4.5,5.0,20,3.0,"S0183, S0336, S0992, S0394, S0301, S0698, S0963",7
S0243,70,5,5,0,7,1,4,8,3,6,3,5,5,7,4,4,6,4,2,1,4,3,1,1,1,1,4,3.4,4.25,3.5,11,4.25,"S0823, S0582, S0627, S0240",4
S0244,47,4,7,0,7,4,7,6,2,7,4,2,5,7,6,2,1,6,4,2,1,5,3,4,2,3,4,2.8,5.75,3.5,21,5.75,"S0903, S0996",2
S0245,69,6,4,1,6,6,6,6,7,3,2,6,2,2,6,2,1,6,6,6,4,2,4,3,2,4,2,4.6,3.5,3.0,17,3.0,"S0306, S0384, S0912, S0098, S0004, S0136",6
S0246,45,5,2,1,6,6,1,0,4,2,5,3,3,2,7,1,2,2,4,3,4,5,5,4,5,4,4,3.0,2.75,5.0,27,4.25,"S0653, S0876, S0184, S0193, S0358, S0899, S0887",7
S0247,71,1,1,0,5,6,6,7,1,6,2,7,3,3,5,5,1,7,7,4,3,1,4,4,1,4,5,4.4,3.0,4.5,19,4.0,"S0975, S0465, S0795",3
S0248,90,7,3,0,4,1,2,2,7,5,1,5,1,2,7,3,2,3,4,7,2,5,5,1,3,5,1,3.6,1.75,2.0,20,3.25,,0
S0249,62,2,5,0,2,2,1,1,6,4,1,7,7,6,4,5,5,5,2,1,3,1,2,1,1,3,1,3.2,3.5,3.0,9,4.25,S0754,1
S0250,95,5,3,0,1,7,5,1,7,1,6,7,4,2,4,6,3,5,4,6,5,4,5,1,5,5,1,4.6,4.5,4.0,21,2.5,,0
S0251,71,4,4,0,6,5,2,5,1,3,2,3,3,6,3,6,1,5,1,7,7,4,3,1,2,2,1,4.2,2.75,6.0,13,4.5,"S0269, S0964, S0840, S0626, S0005, S0924",6
S0252,73,3,1,0,3,4,7,0,3,4,5,3,4,4,3,2,6,5,1,5,4,1,3,1,3,3,5,4.2,4.25,4.5,16,4.25,"S0418, S0663",2
S0253,37,1,4,0,1,1,7,2,5,2,2,5,5,4,2,2,7,1,4,4,3,4,2,4,4,3,5,3.8,4.5,4.5,22,4.0,,0
S0254,51,1,6,0,4,7,4,8,2,1,1,2,7,6,7,5,6,6,1,4,6,5,4,4,1,4,3,4.6,4.5,6.5,21,6.5,"S0582, S0917, S0076, S0074",4
S0255,73,4,3,0,5,7,2,4,1,5,5,1,3,7,6,2,6,2,2,1,2,3,4,5,3,4,1,2.6,3.25,5.0,20,6.0,S0320,1
S0256,66,5,1,0,7,2,5,6,1,1,4,1,3,7,1,4,1,4,5,7,5,2,2,3,3,1,3,4.4,3.25,7.0,14,4.5,"S0050, S0240, S0731, S0265",4
S0257,64,5,3,0,4,3,3,5,2,2,3,7,5,7,4,4,3,6,2,3,4,5,3,5,4,5,1,3.6,3.5,6.0,23,3.75,"S0479, S0560, S0193, S0364, S0734, S0034",6
S0258,91,4,3,0,5,2,4,6,6,1,4,3,5,6,1,5,2,1,5,7,1,2,4,1,2,4,2,3.2,4.0,4.5,15,4.0,S0485,1
S0259,58,1,7,1,3,5,7,8,3,2,7,1,7,1,7,3,4,6,1,1,5,4,3,1,4,2,4,3.4,7.0,5.5,18,5.5,"S0909, S0977, S0948, S0094, S0376, S0865",6
S0260,53,4,4,0,5,2,4,2,6,2,1,1,7,4,4,4,3,6,1,1,4,5,5,3,2,4,1,3.0,4.0,4.0,20,4.75,"S0251, S0188, S0991, S0207, S0718, S0376",6
S0261,63,1,1,1,7,5,6,7,6,5,2,6,3,7,5,5,7,1,1,6,6,1,3,3,4,4,2,4.2,3.0,2.5,17,5.25,,0
S0262,76,7,1,0,1,2,3,9,2,4,7,3,4,2,6,5,3,7,1,4,6,5,1,4,2,5,2,4.2,3.75,5.0,19,3.5,"S0787, S0381, S0641, S0964, S0154",5
S0263,84,6,7,0,3,5,1,4,6,1,1,5,6,4,6,5,5,1,3,6,5,4,5,5,5,4,1,4.0,3.75,4.5,24,3.75,"S0113, S0912, S0298, S0217, S0926, S0976",6
S0264,81,6,6,1,5,3,2,9,4,1,3,2,6,6,5,3,2,4,7,3,2,2,3,5,5,1,3,3.6,4.25,5.5,19,4.75,"S0895, S0687, S0557, S0425, S0512",5
S0265,81,5,3,0,7,6,1,9,6,7,1,3,6,4,5,7,3,4,1,6,7,4,3,3,5,2,3,4.2,2.75,1.5,20,4.25,,0
S0266,73,3,3,1,5,3,2,5,6,3,5,4,7,5,1,2,6,6,4,4,7,3,5,4,2,2,3,5.4,4.25,3.5,19,3.75,"S0011, S0898, S0007, S0738, S0094, S0068, S0943",7
S0267,84,6,1,0,1,5,7,5,3,6,6,4,2,3,4,2,7,5,7,4,7,3,1,4,3,4,5,6.0,4.0,3.5,20,3.25,"S0205, S0045, S0015, S0030",4
S0268,54,7,1,1,2,5,2,7,7,7,6,2,5,4,4,1,4,5,2,6,4,3,1,1,3,1,2,4.2,3.5,1.0,11,3.75,"S0701, S0552, S0330, S0082, S0446, S0622, S0832",7
S0269,84,6,7,0,2,6,7,10,5,3,5,6,4,4,3,5,2,4,2,4,4,5,5,1,1,4,2,3.2,5.75,4.0,18,2.75,"S0545, S0265, S0898",3
S0270,59,1,3,0,3,2,3,6,7,5,1,2,4,5,5,5,5,5,3,2,6,3,3,4,4,4,2,4.2,2.75,2.0,20,5.75,"S0241, S0782, S0726, S0991, S0885, S0394, S0390",7
S0271,77,1,4,0,7,6,2,7,2,5,1,4,7,1,2,1,3,1,2,2,1,5,1,1,3,3,2,1.8,3.5,4.5,15,3.5,,0
S0272,80,5,7,0,4,7,2,8,3,6,1,2,7,1,4,2,5,7,1,6,7,5,4,1,2,2,4,5.2,4.25,3.5,18,3.5,"S0485, S0314, S0408, S0303, S0069, S0659, S0690",7
S0273,73,7,7,0,6,3,6,3,7,2,2,2,3,4,2,7,6,7,6,7,6,4,1,2,1,4,5,6.4,4.5,3.5,17,3.25,"S0656, S0948, S0854, S0824, S0032, S0927, S0154",7
S0274,67,3,5,0,1,1,6,9,5,5,4,7,7,1,1,1,6,3,7,4,5,3,1,4,4,5,5,5.0,5.5,3.0,22,2.0,"S0320, S0308",2
S0275,100,3,2,0,2,3,2,0,4,7,4,1,7,4,2,5,7,6,7,4,1,3,5,3,5,2,3,5.0,3.75,2.5,21,4.5,"S0805, S0536, S0324",3
S0276,48,3,5,0,7,2,4,8,3,1,4,7,3,6,2,5,6,4,6,4,3,2,4,5,4,1,3,4.6,4.0,6.0,19,3.5,"S0733, S0447",2
S0277,85,4,1,0,5,4,2,1,6,3,2,7,1,2,6,3,6,7,5,6,1,1,4,1,1,2,1,5.0,1.5,3.5,10,3.25,"S0533, S0279",2
S0278,64,6,4,0,3,6,4,0,5,4,6,1,7,3,4,5,3,4,3,7,1,3,3,4,2,2,3,3.6,5.25,3.5,17,4.0,,0
S0279,78,1,4,0,4,7,6,5,2,1,2,2,1,7,1,4,7,6,3,3,4,5,5,3,2,4,1,4.6,3.25,6.5,20,5.25,,0
S0280,83,2,4,1,1,2,5,0,4,7,2,4,5,7,3,6,1,5,3,7,2,2,5,4,1,5,4,3.6,4.0,2.5,21,5.0,"S0272, S0097, S0358, S0374, S0071, S0845, S0413",7
S0281,92,3,4,0,5,5,6,1,3,4,7,4,3,5,3,1,3,6,1,7,3,3,2,2,5,4,4,4.0,5.0,4.5,20,4.25,"S0680, S0796, S0010, S0952",4
S0282,73,2,2,0,5,7,6,1,5,2,1,4,3,7,1,1,4,5,5,7,1,1,4,5,3,5,2,4.4,3.0,4.5,20,4.5,"S0521, S0939, S0624, S0297, S0292",5
S0283,97,2,3,0,6,5,4,0,6,3,1,7,1,2,5,2,2,6,3,2,5,5,2,1,5,3,3,3.6,2.25,3.5,19,3.5,"S0223, S0423, S0005, S0224, S0854, S0342, S0133",7
S0284,66,5,6,0,6,6,2,4,3,5,3,7,4,6,1,2,2,1,7,5,6,2,4,5,5,4,1,4.2,3.75,4.0,21,2.75,"S0020, S0067, S0142",3
S0285,74,2,2,0,6,6,4,10,7,6,6,3,5,4,6,6,5,4,4,7,1,2,1,4,1,1,2,4.2,4.25,1.5,11,5.25,"S0180, S0806, S0996, S0751, S0794, S0296, S0109",7
S0286,88,1,7,1,4,2,4,4,6,4,3,2,5,2,2,1,5,2,3,5,4,2,1,5,5,2,5,3.8,4.75,3.0,20,4.25,"S0233, S0495, S0576, S0498, S0294",5
S0287,69,2,1,0,6,6,7,3,2,4,2,3,7,1,7,1,7,5,1,6,1,2,4,2,5,4,3,4.0,4.25,5.0,20,4.75,"S0999, S0947, S0570",3
S0288,62,7,2,0,2,7,3,10,2,4,7,7,6,1,4,2,1,4,5,6,6,4,3,3,4,2,4,4.4,4.5,5.0,20,1.75,"S0007, S0222, S0355, S0119, S0349, S0157",6
S0289,63,4,3,0,4,5,4,1,4,7,3,5,4,7,6,3,7,4,6,6,2,3,2,1,5,5,3,5.0,3.5,2.5,19,5.0,"S0325, S0352, S0922, S0903, S0361, S0891",6
S0290,57,2,1,0,6,3,1,3,5,5,1,4,6,4,2,4,6,3,6,2,1,5,4,3,5,4,3,3.6,2.25,3.0,24,4.0,"S0174, S0235, S0289, S0299, S0221, S0881, S0682",7
S0291,84,2,1,0,6,4,6,4,3,1,7,7,2,3,3,6,5,4,1,6,6,4,1,4,4,4,2,4.4,4.0,6.0,19,3.25,S0052,1
S0292,73,3,5,1,3,7,5,2,5,5,6,5,3,6,4,5,3,7,1,3,7,5,3,3,4,4,5,4.2,4.75,3.0,24,4.5,"S0319, S0845, S0867, S0688, S0750, S0409, S0626",7
S0293,83,4,2,0,4,3,4,4,6,2,3,4,7,7,7,1,3,3,7,7,2,5,4,2,4,1,1,4.4,4.0,4.0,17,5.5,"S0506, S0073",2
